Time [ms],Intensity
3000244,55627
3000641,57412
3001037,58218
3001433,57439
3001830,55630
3002228,53303
3002625,50026
3003021,47658
3003418,45690
3003815,44447
3004212,43811
3004609,43672
3005005,43658
3005402,43968
3005799,44287
3006196,45332
3006593,46667
3006990,48696
3007386,51725
3007783,55613
3008180,60166
3008577,64041
3008973,67016
3009370,67686
3009767,65245
3010164,61048
3010561,56794
3010958,53117
3011354,50768
3011751,48547
3012148,47018
3012545,45967
3012942,45230
3013339,44933
3013735,44320
3014132,44125
3014529,44311
3014926,44661
3015323,45674
3015719,46764
3016116,47839
3016513,48944
3016910,49536
3017307,49108
3017703,47917
3018100,46516
3018497,45303
3018894,44536
3019291,44111
3019688,43878
3020084,43748
3020481,43921
3020877,43901
3021274,43772
3021671,43420
3022068,43189
3022465,42728
3022862,42507
3023259,42350
3023656,42252
3024052,42316
3024449,42535
3024846,43082
3025243,44167
3025640,44880
3026037,45609
3026433,46149
3026830,46547
3027227,47046
3027624,47412
3028020,48070
3028417,48497
3028814,49471
3029211,50798
3029608,53279
3030005,57486
3030401,65643
3030798,81308
3031195,108318
3031592,147276
3031989,185514
3032386,208449
3032781,216619
3033178,206008
3033576,180690
3033973,149960
3034370,122845
3034766,102211
3035163,87791
3035560,77146
3035957,69456
3036354,63580
3036750,59052
3037147,55838
3037544,53232
3037941,51584
3038338,50226
3038735,49019
3039131,48023
3039528,47099
3039924,46713
3040322,46043
3040719,45805
3041115,45503
3041512,45303
3041909,45283
3042306,45811
3042703,46924
3043099,48397
3043496,50117
3043893,51656
3044290,52527
3044687,52587
3045084,52210
3045480,50517
3045877,49306
3046274,47963
3046671,47116
3047068,46572
3047464,46567
3047861,47243
3048258,47983
3048654,49387
3049051,51222
3049448,53276
3049845,55589
3050242,57121
3050639,58059
3051036,58075
3051433,57713
3051828,57149
3052225,56065
3052622,54916
3053020,53193
3053417,52057
3053813,50670
3054210,49776
3054607,49272
3055004,48795
3055401,48165
3055797,47735
3056194,47599
3056591,47709
3056988,48242
3057385,48780
3057782,49446
3058178,49966
3058575,50230
3058971,50111
3059369,50545
3059766,50530
3060162,50733
3060558,50663
3060956,50442
3061353,50063
3061750,49203
3062146,48447
3062543,48168
3062940,48010
3063337,48660
3063734,49461
3064131,49927
3064526,49986
3064924,49983
3065321,49761
3065718,49338
3066115,48981
3066511,48960
3066908,49150
3067305,49354
3067702,50028
3068098,50197
3068495,50293
3068892,49989
3069289,49716
3069686,49676
3070083,50225
3070480,51408
3070875,52710
3071273,53802
3071670,54737
3072067,54898
3072464,53860
3072860,52241
3073257,50521
3073654,49012
3074051,47849
3074448,46910
3074844,46407
3075241,45741
3075638,45449
3076035,45290
3076432,45478
3076829,45772
3077225,46567
3077622,47750
3078019,49064
3078416,50643
3078813,52326
3079209,53409
3079606,53876
3080002,53762
3080400,53073
3080797,52277
3081193,51286
3081590,50716
3081987,49919
3082384,49272
3082781,48859
3083178,48705
3083573,48454
3083971,48047
3084368,47942
3084765,47347
3085162,46885
3085558,46333
3085955,45797
3086352,45190
3086749,44762
3087145,44584
3087542,44178
3087939,44171
3088336,44094
3088733,44375
3089130,44868
3089527,45183
3089923,45672
3090320,46250
3090717,47092
3091114,47979
3091511,49607
3091907,52276
3092304,56761
3092701,64929
3093098,79110
3093495,99275
3093892,122152
3094288,142618
3094685,153530
3095082,152244
3095479,140185
3095875,122683
3096272,106598
3096669,92630
3097066,82569
3097463,76049
3097860,71757
3098256,68452
3098653,65283
3099049,62648
3099446,60337
3099843,57963
3100241,56028
3100637,54516
3101034,53223
3101431,52222
3101828,51670
3102225,51322
3102621,51183
3103018,50896
3103415,50476
3103812,50068
3104209,49761
3104605,49421
3105002,49393
3105399,49091
3105796,49610
3106192,50151
3106589,50977
3106986,52157
3107383,53470
3107780,54611
3108177,55415
3108574,55332
3108970,54964
3109367,55136
3109764,54850
3110161,55880
3110558,57009
3110953,58242
3111350,59132
3111748,59626
3112145,59189
3112542,58202
3112939,57495
3113335,56335
3113732,55394
3114129,54965
3114526,54971
3114923,55135
3115319,55554
3115716,56024
3116113,56444
3116510,57042
3116907,56986
3117303,56738
3117700,56116
3118096,55439
3118493,54672
3118890,54227
3119288,54311
3119684,54774
3120081,55160
3120478,55707
3120875,55992
3121272,55781
3121668,55238
3122065,54549
3122462,53736
3122859,53064
3123256,52828
3123652,52560
3124049,52348
3124446,52135
3124843,52098
3125240,51787
3125637,51735
3126033,51791
3126430,51586
3126827,51612
3127223,51496
3127621,51598
3128017,51925
3128414,52213
3128811,52303
3129208,52730
3129605,53025
3130000,53842
3130397,54273
3130794,55001
3131192,56212
3131589,57745
3131986,59247
3132382,60803
3132779,61299
3133176,60681
3133573,59530
3133970,57993
3134366,56503
3134763,55382
3135160,54535
3135557,53702
3135954,52871
3136350,52327
3136747,51683
3137144,51472
3137541,51136
3137938,50918
3138335,51241
3138731,51374
3139128,51909
3139525,52300
3139922,53031
3140319,53196
3140715,53185
3141112,52864
3141509,52197
3141906,51883
3142303,51489
3142699,51378
3143096,51053
3143493,50719
3143890,50570
3144287,50205
3144684,50069
3145080,49884
3145477,49795
3145874,49566
3146270,49534
3146667,49352
3147064,49351
3147461,49373
3147858,49515
3148255,49540
3148652,49562
3149048,49526
3149444,49513
3149841,49671
3150239,49667
3150636,49413
3151033,49569
3151429,50102
3151826,50709
3152223,52036
3152620,54181
3153017,58114
3153413,64880
3153810,74917
3154207,86555
3154604,96461
3155001,101542
3155397,100631
3155794,96641
3156191,89385
3156588,81442
3156985,74426
3157382,69349
3157778,65585
3158174,62966
3158572,61454
3158969,60410
3159366,59809
3159762,59056
3160159,58289
3160556,57660
3160953,56643
3161350,55618
3161745,55128
3162143,54586
3162540,54081
3162937,53783
3163334,53036
3163731,52634
3164127,52285
3164524,52042
3164921,51899
3165317,51844
3165714,51421
3166111,51401
3166508,51233
3166905,51394
3167302,51917
3167699,52578
3168095,53773
3168492,55545
3168889,57785
3169286,60214
3169683,62392
3170080,64298
3170476,65348
3170873,65262
3171270,64643
3171667,63676
3172064,62505
3172460,61133
3172857,59728
3173254,58690
3173651,57780
3174048,57079
3174444,56483
3174841,56164
3175238,55725
3175635,55309
3176032,55095
3176429,54841
3176825,54711
3177221,54922
3177618,54744
3178015,54793
3178413,54929
3178809,55068
3179206,55000
3179603,55070
3180000,55099
3180397,55519
3180792,55898
3181190,56158
3181587,56585
3181984,56801
3182381,57029
3182778,57141
3183174,57354
3183571,57368
3183968,57320
3184365,57694
3184761,57788
3185158,57976
3185555,58419
3185952,58394
3186349,58243
3186746,58110
3187142,57957
3187539,58003
3187936,58043
3188333,58119
3188730,58194
3189127,58543
3189522,58499
3189920,58428
3190317,58682
3190714,58671
3191111,58670
3191507,58750
3191904,58271
3192301,57873
3192698,57122
3193095,56314
3193491,55792
3193888,55420
3194285,55010
3194682,54804
3195079,54499
3195476,54398
3195872,54264
3196269,54258
3196665,54284
3197062,54538
3197460,54889
3197856,55275
3198253,55561
3198650,56267
3199047,56779
3199444,57116
3199840,57092
3200237,56985
3200634,56745
3201031,56442
3201428,56130
3201825,55884
3202221,55523
3202618,55613
3203015,55295
3203412,55421
3203809,55307
3204205,54975
3204602,54740
3204999,54574
3205395,54442
3205793,54487
3206189,54577
3206586,54616
3206983,54702
3207380,55036
3207777,54939
3208174,54820
3208569,54869
3208966,54724
3209364,54863
3209761,54861
3210158,55042
3210554,55149
3210951,55810
3211348,57071
3211745,59414
3212142,63398
3212538,69370
3212935,76223
3213332,82926
3213729,87428
3214126,88869
3214523,87307
3214919,83388
3215316,78544
3215712,74023
3216109,70308
3216507,67346
3216903,65242
3217300,63511
3217697,62458
3218094,61400
3218491,61051
3218888,60630
3219284,60446
3219681,60387
3220078,60056
3220475,59700
3220872,59083
3221268,58458
3221665,58076
3222062,57619
3222459,57139
3222856,56927
3223252,56674
3223649,56461
3224046,56225
3224442,56139
3224839,55907
3225236,55902
3225633,55545
3226030,55609
3226427,55949
3226824,56246
3227221,56950
3227616,58183
3228013,59754
3228411,61723
3228808,64056
3229205,65822
3229601,67358
3229998,67694
3230395,67463
3230792,66830
3231189,66130
3231585,65053
3231982,63945
3232379,63611
3232776,62879
3233173,62632
3233570,62017
3233966,61518
3234363,61227
3234760,61103
3235157,60613
3235554,60481
3235950,60278
3236346,60038
3236744,59891
3237141,59836
3237538,59694
3237935,59798
3238331,59757
3238728,59805
3239125,59817
3239522,59863
3239919,60109
3240314,60427
3240712,60565
3241109,60943
3241506,61229
3241903,61437
3242299,61654
3242696,61997
3243093,62270
3243490,62087
3243886,62449
3244283,62497
3244680,62576
3245077,62819
3245474,62839
3245871,62793
3246268,63102
3246663,63048
3247060,63011
3247458,63548
3247855,63859
3248252,64145
3248648,64752
3249045,65319
3249442,65346
3249839,65359
3250236,65141
3250633,64909
3251029,64373
3251426,63854
3251823,63184
3252220,62648
3252617,61833
3253013,61598
3253410,61095
3253807,60729
3254204,60512
3254601,60380
3254997,60330
3255394,60278
3255790,60248
3256187,60363
3256585,60451
3256982,60516
3257378,60697
3257775,60666
3258172,60770
3258569,60616
3258966,60541
3259362,60285
3259759,60154
3260156,60035
3260553,60030
3260950,59959
3261346,60057
3261743,60004
3262140,59898
3262537,60242
3262933,60272
3263330,60576
3263727,60751
3264124,61059
3264521,61167
3264918,61389
3265315,61573
3265711,61688
3266108,61942
3266505,62261
3266902,62395
3267299,62677
3267694,62934
3268092,62901
3268489,63417
3268886,64459
3269283,66622
3269680,69226
3270076,72308
3270473,76170
3270870,79309
3271267,81636
3271663,81949
3272060,80431
3272457,78095
3272854,75385
3273251,73343
3273648,71481
3274044,70139
3274441,69270
3274837,68487
3275234,67810
3275631,67105
3276029,66801
3276425,66483
3276822,66132
3277219,65992
3277616,65675
3278013,65704
3278409,65495
3278806,65437
3279203,65163
3279600,64918
3279997,64690
3280393,64396
3280790,64158
3281187,63954
3281584,63858
3281981,63693
3282377,63561
3282774,63488
3283171,63461
3283568,63707
3283965,64053
3284362,64670
3284758,65488
3285155,66445
3285552,67495
3285949,68498
3286346,68876
3286741,69564
3287138,69960
3287536,70530
3287933,70834
3288330,70665
3288727,70705
3289123,70266
3289520,70000
3289917,69129
3290314,68752
3290711,67932
3291107,67650
3291504,66934
3291901,66494
3292298,66362
3292695,66041
3293091,65646
3293488,65564
3293884,65323
3294281,65509
3294679,65358
3295076,65311
3295472,65347
3295869,65429
3296266,65829
3296663,65882
3297060,66093
3297456,66333
3297853,66420
3298250,66765
3298647,66906
3299044,66869
3299440,67134
3299837,67422
3300234,67700
3300631,67538
3301028,67499
3301425,67547
3301821,67501
3302218,67351
3302615,67211
3303011,67102
3303409,66851
3303805,66899
3304202,67041
3304599,67135
3304996,67295
3305393,67617
3305788,67597
3306185,67701
3306582,67715
3306979,67740
3307377,67842
3307774,67837
3308170,67590
3308567,67251
3308964,67100
3309361,66959
3309758,66611
3310154,66294
3310551,66230
3310948,65915
3311345,65681
3311742,65608
3312138,65477
3312535,65198
3312932,65222
3313328,65152
3313726,65151
3314123,65290
3314519,65050
3314916,65335
3315313,65260
3315710,65407
3316107,65267
3316503,65347
3316900,65311
3317297,65059
3317694,65139
3318091,65059
3318486,64969
3318884,64777
3319281,64768
3319678,64906
3320075,64912
3320472,64971
3320868,65152
3321265,65219
3321662,65186
3322058,65294
3322455,65280
3322852,65377
3323249,65499
3323646,65647
3324043,65528
3324440,65797
3324836,65950
3325232,65961
3325630,65930
3326027,65774
3326424,65913
3326821,66121
3327217,66184
3327614,66615
3328011,67188
3328408,68673
3328805,70071
3329201,71915
3329598,73971
3329995,75722
3330392,76630
3330789,76592
3331185,75871
3331582,74535
3331979,73247
3332376,71965
3332773,70762
3333170,69955
3333566,69149
3333962,68689
3334360,68376
3334757,67833
3335154,67496
3335550,67423
3335947,67164
3336344,66917
3336741,66802
3337138,66659
3337533,66658
3337930,66560
3338328,66412
3338725,66596
3339122,66456
3339519,66533
3339915,66333
3340312,66213
3340709,65953
3341106,65787
3341502,65593
3341899,65459
3342296,65211
3342693,64989
3343090,65076
3343487,64927
3343883,64839
3344279,65147
3344677,65251
3345074,65883
3345471,66427
3345868,66959
3346264,67193
3346661,67584
3347058,68134
3347455,68250
3347852,68118
3348248,68117
3348645,68080
3349042,68089
3349439,67852
3349836,67919
3350232,68029
3350629,68135
3351026,68135
3351423,67926
3351820,68017
3352217,67553
3352613,67317
3353009,67047
3353406,66624
3353803,66175
3354201,65973
3354597,65530
3354994,65312
3355391,65058
3355788,64941
3356185,64889
3356581,64557
3356978,64474
3357375,64381
3357772,64375
3358169,64090
3358566,64234
3358962,64082
3359359,64194
3359756,64248
3360153,64272
3360549,64310
3360946,64575
3361343,64811
3361740,64782
3362137,64808
3362534,65116
3362931,65147
3363327,65316
3363724,65375
3364121,65321
3364518,65179
3364915,65452
3365310,65207
3365708,65020
3366105,64778
3366502,64514
3366899,64571
3367295,64384
3367692,64161
3368089,64345
3368486,64181
3368883,64404
3369279,64444
3369676,64357
3370073,64411
3370470,64422
3370867,64425
3371264,64345
3371660,64421
3372057,64189
3372453,64149
3372850,63940
3373247,63634
3373644,63510
3374041,63299
3374438,63272
3374835,63290
3375232,63096
3375628,63179
3376025,63131
3376422,62782
3376819,62772
3377216,62792
3377613,62678
3378009,62558
3378406,62614
3378803,62524
3379200,62375
3379596,62297
3379993,62276
3380390,62296
3380787,62313
3381183,62395
3381581,62235
3381978,62157
3382374,62098
3382771,62064
3383168,62065
3383565,62034
3383962,62066
3384357,62048
3384754,62017
3385151,61998
3385549,61822
3385946,61904
3386342,61828
3386739,61864
3387136,62030
3387533,62062
3387930,61956
3388327,62090
3388723,62130
3389120,62143
3389517,62336
3389914,62436
3390311,62439
3390707,62419
3391104,62586
3391500,62534
3391898,62642
3392295,62602
3392691,62595
3393088,62458
3393485,62668
3393882,63029
3394279,63471
3394676,64212
3395072,65081
3395469,65839
3395866,66812
3396263,67655
3396660,68083
3397056,68145
3397453,67933
3397850,67608
3398247,66894
3398644,66266
3399040,65597
3399437,64797
3399834,64393
3400231,63944
3400627,63493
3401025,63347
3401421,63018
3401818,62801
3402215,62525
3402612,62567
3403009,62144
3403404,62111
3403801,61976
3404198,61834
3404596,61782
3404993,61770
3405389,61588
3405786,61403
3406183,61536
3406580,61391
3406977,61516
3407374,61462
3407770,61295
3408167,61527
3408564,61288
3408961,61278
3409358,61268
3409754,61125
3410151,61150
3410548,61091
3410945,61118
3411342,61068
3411738,61094
3412134,61260
3412532,61405
3412929,61584
3413326,61783
3413723,62238
3414119,62508
3414516,62808
3414913,63135
3415310,63308
3415707,63477
3416102,63551
3416500,63335
3416897,63276
3417294,63139
3417691,63091
3418087,62875
3418484,62837
3418881,62792
3419278,62557
3419674,62579
3420071,62459
3420468,62425
3420865,62258
3421262,62534
3421659,62480
3422056,62344
3422452,62446
3422849,62119
3423246,62164
3423643,61816
3424040,61793
3424436,61415
3424833,61469
3425230,61198
3425627,61040
3426024,60832
3426421,60628
3426817,60636
3427214,60507
3427611,60437
3428008,60502
3428405,60418
3428801,60216
3429198,60347
3429595,60223
3429992,60326
3430389,60295
3430785,60494
3431182,60448
3431578,60553
3431975,60500
3432373,60758
3432770,60634
3433166,60804
3433563,60924
3433960,60855
3434357,60840
3434754,60847
3435149,60798
3435547,60892
3435944,60920
3436341,60827
3436738,60686
3437134,60623
3437531,60647
3437928,60401
3438325,60352
3438721,60336
3439118,60243
3439515,60218
3439912,59961
3440309,59903
3440706,59961
3441103,59975
3441499,59647
3441896,59893
3442293,59943
3442690,60075
3443087,59938
3443482,59901
3443880,60022
3444277,59932
3444674,59904
3445071,59779
3445468,59693
3445864,59670
3446261,59499
3446658,59367
3447055,59438
3447452,59371
3447848,59208
3448245,59200
3448642,58979
3449039,59087
3449436,58989
3449832,59052
3450229,58896
3450625,58912
3451022,58998
3451419,58840
3451817,58828
3452213,58910
3452610,58851
3453007,58854
3453404,59153
3453801,58732
3454197,58884
3454594,58624
3454991,58822
3455388,58730
3455785,58725
3456181,58643
3456578,58614
3456975,58513
3457372,58568
3457769,58393
3458166,58319
3458562,58341
3458959,58336
3459356,58430
3459753,58298
3460150,58335
3460546,58484
3460943,58324
3461340,58391
3461737,58325
3462134,58376
3462529,58619
3462926,58491
3463324,58575
3463721,58508
3464118,58447
3464515,58550
3464911,58619
3465308,58596
3465705,58651
3466102,58651
3466499,58657
3466895,58690
3467292,58569
3467689,58591
3468086,58616
3468483,58552
3468879,58734
3469276,59078
3469673,59324
3470069,59749
3470466,60145
3470864,60334
3471260,60834
3471657,61127
3472054,61475
3472451,61618
3472848,61550
3473244,61204
3473641,60958
3474038,60789
3474435,60282
3474832,59964
3475228,59691
3475625,59364
3476022,59145
3476419,58865
3476816,58783
3477213,58749
3477609,58414
3478006,58447
3478403,58221
3478799,58366
3479197,58114
3479593,58030
3479990,57945
3480387,57850
3480784,57979
3481181,57816
3481577,57722
3481973,57656
3482370,57631
3482768,57599
3483165,57553
3483562,57564
3483958,57461
3484355,57415
3484752,57529
3485149,57453
3485546,57392
3485942,57366
3486339,57252
3486736,57296
3487133,57273
3487530,57139
3487926,57210
3488323,57214
3488720,57216
3489117,57250
3489514,57280
3489911,57503
3490307,57588
3490704,57813
3491101,58130
3491498,58372
3491895,58400
3492291,58472
3492688,58573
3493085,58752
3493482,58978
3493879,58877
3494274,58828
3494672,58823
3495069,58662
3495466,58720
3495863,58582
3496260,58452
3496656,58469
3497053,58405
3497450,58291
3497846,58070
3498243,58175
3498640,58087
3499037,58148
3499434,58231
3499831,57862
3500228,57928
3500624,57796
3501020,57889
3501417,57755
3501815,57643
3502212,57660
3502609,57677
3503005,57717
3503402,57629
3503799,57464
3504196,57533
3504593,57531
3504989,57285
3505386,57464
3505783,57138
3506180,57184
3506577,57119
3506974,56979
3507370,56883
3507767,56838
3508164,56769
3508561,56946
3508958,56874
3509354,56822
3509750,56775
3510147,56684
3510545,56643
3510942,56725
3511338,56886
3511735,56840
3512132,56797
3512529,56829
3512926,56826
3513323,57073
3513719,56797
3514116,56990
3514513,57082
3514910,56870
3515307,57021
3515703,56994
3516100,56985
3516497,57039
3516894,57087
3517290,57068
3517687,57027
3518084,57019
3518481,56969
3518878,56947
3519275,56808
3519672,56695
3520068,56879
3520465,56893
3520862,56736
3521259,56909
3521656,56719
3522052,56712
3522449,56685
3522846,56769
3523243,56704
3523640,56513
3524036,56522
3524433,56610
3524830,56505
3525227,56592
3525624,56567
3526020,56504
3526417,56419
3526814,56191
3527211,56317
3527608,56497
3528005,56378
3528401,56280
3528798,56229
3529194,56238
3529591,56228
3529989,56231
3530385,56142
3530782,56091
3531179,56010
3531576,56105
3531973,55838
3532370,55834
3532766,55888
3533163,55815
3533560,55915
3533957,55805
3534354,55706
3534750,55750
3535147,55786
3535544,55846
3535941,55727
3536337,55742
3536734,55774
3537131,55714
3537528,55775
3537925,55904
3538322,55939
3538719,55745
3539115,55722
3539512,55787
3539909,55888
3540306,55841
3540703,55779
3541098,55799
3541496,55750
3541893,55692
3542290,55566
3542687,55667
3543083,55595
3543480,55652
3543877,55553
3544274,55565
3544671,55445
3545067,55531
3545464,55499
3545861,55444
3546258,55407
3546655,55376
3547052,55413
3547448,55347
3547845,55376
3548241,55508
3548638,55304
3549036,55470
3549432,55479
3549829,55447
3550226,55681
3550623,55706
3551020,55635
3551417,55547
3551813,55669
3552210,55769
3552607,55732
3553004,55776
3553401,55525
3553797,55744
3554194,55655
3554591,55619
3554988,55744
3555385,55744
3555781,55711
3556178,56025
3556575,56150
3556971,56364
3557369,56325
3557766,56555
3558162,56762
3558559,56794
3558956,56844
3559353,56873
3559750,56803
3560145,56791
3560542,56741
3560939,56333
3561337,56364
3561734,56131
3562130,56021
3562527,55933
3562924,55739
3563321,55784
3563718,55618
3564115,55523
3564511,55515
3564908,55337
3565305,55226
3565702,55251
3566099,55218
3566495,55184
3566892,55029
3567288,54923
3567685,55056
3568083,54983
3568479,54999
3568876,54876
3569273,54850
3569670,54975
3570067,54966
3570464,54922
3570860,54951
3571257,54794
3571654,54794
3572051,54817
3572448,54763
3572844,54782
3573241,54715
3573638,54659
3574035,54723
3574432,54608
3574828,54518
3575225,54473
3575622,54400
3576019,54565
3576415,54492
3576812,54389
3577209,54320
3577606,54539
3578003,54385
3578400,54411
3578797,54455
3579192,54631
3579589,54856
3579987,54959
3580384,55049
3580781,55265
3581177,55382
3581574,55619
3581971,55584
3582368,55822
3582765,55815
3583162,55772
3583558,55903
3583955,55750
3584352,55757
3584749,55739
3585146,55574
3585542,55566
3585939,55562
3586336,55462
3586733,55261
3587130,55153
3587526,55037
3587923,55004
3588319,54882
3588717,54926
3589114,54988
3589511,54814
3589907,54782
3590304,54819
3590701,54599
3591098,54694
3591495,54745
3591890,54680
3592288,54623
3592685,54573
3593082,54603
3593479,54425
3593875,54448
3594272,54360
3594669,54395
3595066,54334
3595462,54262
3595859,54241
3596256,54350
3596653,54284
3597050,54242
3597447,54299
3597844,54134
3598240,54206
3598636,54175
3599034,54253
3599431,54077
3599828,54123
3600224,54160
3600621,54093
3601018,54065
3601415,54125
3601812,54092
3602209,53996
3602605,54171
3603002,53912
3603399,54121
3603796,54014
3604193,54152
3604589,53985
3604986,54093
3605383,53978
3605780,54010
3606177,54056
3606573,54109
3606970,54182
3607366,54086
3607763,54025
3608161,54001
3608558,54204
3608954,54127
3609351,54122
3609748,54121
3610145,54029
3610542,54138
3610938,54064
3611335,53958
3611732,54032
3612129,54094
3612526,53977
3612922,54071
3613319,53927
3613716,54003
3614113,54060
3614509,54099
3614906,53938
3615303,54143
3615700,54113
3616097,54276
3616494,54336
3616891,54248
3617287,54309
3617684,54246
3618081,54250
3618478,54189
3618875,54236
3619270,54148
3619668,54026
3620065,53994
3620462,53793
3620859,53868
3621256,53738
3621652,53847
3622049,53771
3622446,53598
3622843,53521
3623240,53568
3623636,53397
3624033,53565
3624430,53480
3624827,53498
3625224,53519
3625620,53586
3626017,53349
3626413,53488
3626810,53453
3627207,53503
3627604,53352
3628001,53322
3628398,53454
3628795,53307
3629192,53232
3629589,53219
3629985,53322
3630382,53224
3630779,53110
3631176,53221
3631573,53192
3631970,53253
3632366,53114
3632763,53123
3633160,53214
3633557,53037
3633953,53168
3634350,53091
3634747,53074
3635144,53254
3635541,53221
3635938,52950
3636334,53005
3636731,52903
3637128,53105
3637525,52911
3637922,52964
3638319,53136
3638714,53012
3639111,53069
3639509,52964
3639906,52978
3640303,52928
3640699,53018
3641096,53036
3641493,53063
3641890,53000
3642287,53014
3642683,52804
3643080,52903
3643477,53005
3643874,53121
3644271,52973
3644667,53124
3645064,53041
3645461,53126
3645857,53141
3646255,53157
3646652,53258
3647048,53329
3647445,53110
3647842,53044
3648239,53290
3648636,53249
3649032,53313
3649429,53220
3649826,53304
3650223,53212
3650620,53164
3651017,53045
3651413,53049
3651810,52839
3652207,53116
3652604,52991
3653001,52875
3653397,52899
3653794,52903
3654191,52920
3654587,52836
3654985,52964
3655381,53037
3655778,53135
3656175,53136
3656572,53184
3656969,53215
3657366,53255
3657761,53487
3658158,53533
3658555,53564
3658953,53563
3659350,53541
3659746,53619
3660143,53541
3660540,53489
3660937,53450
3661334,53426
3661730,53327
3662127,53298
3662524,53186
3662921,53105
3663318,53069
3663715,52943
3664111,52987
3664508,52857
3664904,52778
3665302,52801
3665699,52774
3666095,52727
3666491,52561
3666889,52553
3667286,52709
3667683,52436
3668079,52418
3668476,52655
3668873,52665
3669270,52582
3669667,52612
3670064,52672
3670460,52462
3670857,52647
3671254,52591
3671651,52496
3672048,52639
3672444,52659
3672841,52548
3673238,52565
3673634,52665
3674031,52520
3674428,52680
3674825,52583
3675222,52509
3675619,52655
3676016,52427
3676413,52430
3676808,52324
3677206,52458
3677603,52357
3678000,52235
3678397,52268
3678793,52267
3679190,52374
3679587,52329
3679984,52290
3680381,52119
3680777,52284
3681174,52334
3681571,52351
3681968,52461
3682365,52441
3682762,52701
3683158,52562
3683555,52702
3683952,52888
3684349,52831
3684746,52981
3685142,53106
3685538,53245
3685935,53134
3686333,53068
3686730,53243
3687126,53455
3687523,53258
3687920,53269
3688317,53252
3688714,53253
3689111,53172
3689506,53099
3689904,53068
3690301,53045
3690698,53076
3691095,52958
3691491,52902
3691888,52806
3692285,52844
3692682,52700
3693078,52788
3693475,52708
3693872,52798
3694269,52668
3694666,52641
3695063,52584
3695460,52669
3695856,52553
3696253,52544
3696650,52554
3697047,52416
3697444,52383
3697840,52535
3698237,52331
3698634,52454
3699031,52282
3699428,52402
3699824,52162
3700221,52281
3700618,52126
3701015,52233
3701412,52063
3701808,52272
3702205,52091
3702602,52144
3702999,52023
3703396,51999
3703793,51974
3704189,52114
3704586,51900
3704982,51863
3705379,51975
3705776,51837
3706173,51953
3706570,51961
3706967,51994
3707364,51782
3707761,51852
3708158,51927
3708554,51826
3708951,51762
3709348,51706
3709745,51898
3710142,51963
3710538,51711
3710935,51917
3711332,51965
3711729,51830
3712125,51902
3712522,51892
3712919,51846
3713316,51841
3713713,51899
3714110,51871
3714507,51849
3714903,51938
3715300,51679
3715697,51905
3716094,51883
3716491,51738
3716886,51787
3717283,51872
3717681,51792
3718078,51871
3718475,51823
3718871,51822
3719268,51778
3719665,51739
3720062,51771
3720459,51795
3720856,51671
3721252,51678
3721649,51690
3722046,51856
3722443,51779
3722840,51721
3723236,51754
3723633,51532
3724029,51702
3724426,51668
3724823,51662
3725220,51694
3725617,51540
3726014,51694
3726411,51417
3726808,51594
3727205,51457
3727601,51560
3727998,51568
3728395,51570
3728792,51488
3729189,51487
3729585,51420
3729982,51412
3730379,51473
3730776,51417
3731173,51414
3731569,51355
3731966,51321
3732363,51418
3732759,51416
3733157,51325
3733554,51322
3733950,51204
3734347,51399
3734744,51245
3735141,51276
3735538,51347
3735933,51220
3736330,51411
3736727,51396
3737125,51277
3737522,51492
3737918,51375
3738315,51451
3738712,51399
3739109,51435
3739506,51402
3739903,51376
3740299,51328
3740696,51315
3741093,51296
3741490,51403
3741887,51193
3742283,51210
3742680,51128
3743077,51310
3743474,51165
3743871,51180
3744267,51115
3744663,51322
3745061,51113
3745458,51171
3745855,51209
3746252,51189
3746648,51080
3747045,51216
3747442,51143
3747839,51204
3748236,51133
3748632,51076
3749029,51131
3749426,51083
3749823,51036
3750220,51125
3750616,51142
3751013,51164
3751410,51283
3751807,51136
3752203,51083
3752600,51146
3752997,51173
3753394,51137
3753791,51084
3754188,50941
3754585,51090
3754981,50996
3755377,51015
3755774,51048
3756172,50932
3756569,50880
3756965,50911
3757362,50964
3757759,50865
3758156,50910
3758553,50916
3758950,50851
3759346,51026
3759743,50962
3760140,50842
3760537,50863
3760934,50957
3761330,50996
3761727,50933
3762124,50922
3762521,50844
3762918,50845
3763314,50909
3763711,50802
3764107,50841
3764505,50880
3764902,50899
3765299,50859
3765695,51006
3766092,50855
3766489,50739
3766886,50825
3767283,50964
3767678,50830
3768076,50767
3768473,50838
3768870,50810
3769267,50909
3769663,50823
3770060,50880
3770457,50889
3770854,50734
3771250,50851
3771647,50794
3772044,50769
3772441,50864
3772838,50823
3773235,50936
3773632,50948
3774028,50971
3774425,51004
3774822,51038
3775219,51095
3775616,51038
3776013,51075
3776409,51046
3776806,51065
3777203,51051
3777600,50967
3777997,50992
3778393,50958
3778790,50912
3779187,50806
3779584,50981
3779981,50847
3780377,50820
3780774,50728
3781171,50554
3781568,50788
3781965,50605
3782362,50783
3782758,50705
3783154,50661
3783551,50580
3783949,50621
3784346,50479
3784742,50471
3785139,50549
3785536,50591
3785933,50593
3786330,50482
3786725,50552
3787123,50658
3787520,50613
3787917,50534
3788314,50554
3788711,50518
3789107,50566
3789504,50547
3789901,50514
3790298,50302
3790694,50375
3791091,50354
3791488,50333
3791885,50347
3792282,50254
3792679,50269
